Fecha,ID Partido,Partido,Local,Visita,Cuota 1,Cuota X,Cuota 2,Cuota +2.5,Cuota -2.5,Liga,Prob 1,Prob X,Prob 2,Prob +2.5,Prob -2.5,Goles L,Goles V,Formacion L,Formacion V,Acierto,P/L Neto,Apuesta 1X2,"Apuesta O/U 2,5",Stake,"Stake O/U 2,5",Equity curve,Drawdown,Cuota apostada,CLV,Dif cuota,Sumar Registro,Ganancia neta,Yield,Volumen apuesta,% Acierto P,% Acierto $,% Acierto all,P-Value,Fraccion Kelly,Brier Score,Promedio BS,BS casa,BS global,T-score,Bankroll,LIGA,APUESTAS,GANADAS,PERDIDAS,% ACIERTO,P/L NETO,YIELD,Auditoria
01/04/2026,2026-04-01lanusplatense,Lanús vs Platense,Lanús,Platense,"1,94","3,15","4,54",,,Argentina,"39,67%","28,26%","32,07%","45,82%","54,18%",,,,,[PREDICCION] LOCAL," $0,00",[APOSTAR] VISITA,[PASAR] Sin Cuotas," $833,33"," $0,00"," $102.531,10","-1,50%","4,54",,,FALSE,,,,,,,,"3,22%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-02barracascentralsarmientojunin,Barracas Central vs Sarmiento (junin),Barracas Central,Sarmiento (junin),"2,35","2,89","3,58",,,Argentina,"50,82%","25,58%","23,61%","51,56%","48,44%",,,,,[PREDICCION] LOCAL," $0,00",[APOSTAR] LOCAL,[PASAR] Sin Cuotas," $833,33"," $0,00"," $102.531,10","-1,50%","2,35",,,FALSE,,,,,,,,"3,60%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-02chapecoenseatleticomg,Chapecoense vs Atlético-mg,Chapecoense,Atlético-mg,"2,47","3,4","2,87",,,Brasil,"41,86%","26,99%","31,14%","49,48%","50,52%",,,,,[PREDICCION] LOCAL," $0,00",[PASAR] Riesgo/Beneficio,[PASAR] Sin Cuotas," $0,00"," $0,00"," $102.531,10","-1,50%",NO APOSTADO,,,FALSE,,,,,,,,"0,58%",,,,,,,,,,,,,,
02/04/2026,2026-04-02palmeirasgremio,Palmeiras vs Grêmio,Palmeiras,Grêmio,"5,91","4,2","1,55","1,87","1,97",Brasil,"46,38%","26,16%","27,46%","51,11%","48,89%",,,,,[PREDICCION] LOCAL," $0,00",[PASAR] Techo Cuota,[PASAR] Riesgo/Beneficio," $0,00"," $0,00"," $102.531,10","-1,50%",NO APOSTADO,,,FALSE,,,,,,,,"5,00%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-02redbullbragantinoflamengo,Red Bull Bragantino vs Flamengo,Red Bull Bragantino,Flamengo,"4,42","3,41","1,88",,,Brasil,"32,75%","27,86%","39,40%","46,52%","53,48%",,,,,[PREDICCION] VISITA," $0,00",[APOSTAR] LOCAL,[PASAR] Sin Cuotas," $944,91"," $0,00"," $102.531,10","-1,50%","4,42",,,FALSE,,,,,,,,"3,27%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-02santosremo,Santos vs Remo,Santos,Remo,"6,47","4,18","1,52","1,85","1,98",Brasil,"41,80%","27,33%","30,86%","48,05%","51,95%",,,,,[PREDICCION] LOCAL," $0,00",[PASAR] Techo Cuota,[APOSTAR] UNDER 2.5," $0,00"," $944,91"," $102.531,10","-1,50%","1,98",,,FALSE,,,,,,,,"5,00%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-02tallerescordobabocajuniors,Talleres (córdoba) vs Boca Juniors,Talleres (córdoba),Boca Juniors,,,,,,Argentina,"37,03%","27,38%","35,59%","49,77%","50,23%",,,,,[PASAR] Margen Insuficiente," $0,00",[PASAR] Sin Cuotas,[PASAR] Sin Cuotas," $0,00"," $0,00"," $102.531,10","-1,50%",NO APOSTADO,,,FALSE,,,,,,,,"0,00%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-02tigreindependienterivadavia,Tigre vs Independiente Rivadavia,Tigre,Independiente Rivadavia,"2,27","2,88","3,81",,,Argentina,"37,84%","28,39%","33,77%","45,65%","54,35%",,,,,[PASAR] Margen Insuficiente," $0,00",[PASAR] Margen Predictivo Insuficiente (<5%),[PASAR] Sin Cuotas," $0,00"," $0,00"," $102.531,10","-1,50%",NO APOSTADO,,,FALSE,,,,,,,,"2,55%",,,,,,,,,,,,,,
03/04/2026,2026-04-03gimnasiamendozavelezsarsfield,Gimnasia Mendoza vs Velez Sarsfield,Gimnasia Mendoza,Velez Sarsfield,"3,47","2,82","2,46",,,Argentina,"31,59%","29,06%","39,35%","42,79%","57,21%",,,,,[PREDICCION] VISITA," $0,00",[APOSTAR] LOCAL,[PASAR] Sin Cuotas," $833,33"," $0,00"," $102.531,10","-1,50%",,,,FALSE,,,,,,,,"0,97%",,,,,,,,,,,,,,SI
02/04/2026,2026-04-03palmeirasgremio,Palmeiras vs Gremio,Palmeiras,Gremio,"5,91","4,2","1,55","1,87","1,97",Brasil,"46,38%","26,16%","27,46%","51,11%","48,89%",,,,,[PREDICCION] LOCAL," $0,00",[PASAR] Techo Cuota,[PASAR] Riesgo/Beneficio," $0,00"," $0,00"," $102.531,10","-1,50%",NO APOSTADO,,,FALSE,,,,,,,,"5,00%",,,,,,,,,,,,,,
03/04/2026,2026-04-03sanlorenzoestudiantesdelaplata,San Lorenzo vs Estudiantes de la Plata,San Lorenzo,Estudiantes de la Plata,,,,,,Argentina,"29,32%","26,99%","43,69%","49,80%","50,20%",,,,,[PREDICCION] VISITA," $0,00",[PASAR] Sin Cuotas,[PASAR] Sin Cuotas," $0,00"," $0,00"," $102.531,10","-1,50%",,,,FALSE,,,,,,,,"0,00%",,,,,,,,,,,,,,SI
03/04/2026,2026-04-03unionsantafedeportivoriestra,Union (santa Fe) vs Deportivo Riestra,Union (santa Fe),Deportivo Riestra,"4,9","3,14","1,88",,,Argentina,"41,73%","29,18%","29,09%","41,61%","58,39%",,,,,[PREDICCION] LOCAL," $0,00",[PASAR] Info Oculta,[PASAR] Sin Cuotas," $0,00"," $0,00"," $102.531,10","-1,50%",,,,FALSE,,,,,,,,"5,00%",,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,SI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,
